,site,village,treatment,tag.no,sci.name,dead.alive,height,rcd,disturbance,flame.height,type.resprout
250,APC1_CAFA,APC1,CAFA,1032,Tectona grandis,alive,35,1.4,drought,0,axillary
251,APC1_CAFA,APC1,CAFA,1039,Dolichandrone atrovirens,alive,36,1.9,trampled,0,epicormic
252,APC1_CAFA,APC1,CAFA,1040,Tectona grandis,alive,42,2.2,trampled,0,axillary
253,APC1_CAFA,APC1,CAFA,1044,Tectona grandis,alive,100,2.6,drought,0,axillary
254,APC1_CAFA,APC1,CAFA,1043,Tectona grandis,alive,70,1.9,browsed,0,axillary
255,APC1_CAFA,APC1,CAFA,1057,Tectona grandis,alive,44,1.2,drought,0,axillary
256,APC1_CAFA,APC1,CAFA,1056,Tectona grandis,alive,78,2.1,browsed,0,epicormic
257,APC1_CAFA,APC1,CAFA,1055,Tectona grandis,alive,46,1.6,browsed,0,axillary
258,APC1_CAFA,APC1,CAFA,1052,Tectona grandis,alive,16,1.9,browsed,0,collar
259,APC1_CAFA,APC1,CAFA,1053,Tectona grandis,alive,50,1.9,browsed,0,axillary
260,APC1_CAFA,APC1,CAFA,1054,Tectona grandis,alive,16,1.1,browsed,0,epicormic
261,APC1_CAFA,APC1,CAFA,1059,Tectona grandis,alive,25,1.4,browsed,0,axillary
262,APC1_CAFA,APC1,CAFA,1058,Tectona grandis,alive,32,1.6,browsed,0,axillary
263,APC1_CAFA,APC1,CAFA,1051,Tectona grandis,alive,20,1.1,browsed,0,axillary
264,APC1_CAFA,APC1,CAFA,1050,Syzygium cumini,alive,8,0.3,trampled,0,collar
265,APC1_CAFA,APC1,CAFA,1019,Tectona grandis,alive,32,1.9,browsed,0,epicormic
266,APC1_CAFA,APC1,CAFA,1018,Dolichandrone atrovirens,alive,190,3.9,browsed,0,axillary
267,APC1_Control,APC1,Control,1400,Acacia chundra,alive,155,3.9,fire,95,axillary
268,APC1_Control,APC1,Control,1401,Dolichandrone atrovirens,alive,77,2.3,drought,0,epicormic
269,APC1_Control,APC1,Control,1402,Dolichandrone atrovirens,alive,90,3.2,fire,60,axillary
270,APC1_Control,APC1,Control,1403,Gardenia gummifera,alive,29,1.6,browsed,0,axillary
271,APC1_Control,APC1,Control,1417,Dolichandrone atrovirens,alive,144,3.9,drought,0,axillary
272,APC1_Control,APC1,Control,1416,Dolichandrone atrovirens,alive,119,3.4,drought,0,axillary
273,APC1_Control,APC1,Control,1415,Dolichandrone atrovirens,alive,98,2.9,fire,65,axillary
274,APC1_Control,APC1,Control,1414,Acacia chundra,alive,74,2.9,fire,65,epicormic
275,APC1_Control,APC1,Control,1411,Dolichandrone atrovirens,alive,117,4.2,fire,120,epicormic
276,APC1_Control,APC1,Control,1413,Dolichandrone atrovirens,alive,100,3.1,fire,120,axillary
277,APC1_Control,APC1,Control,1412,Dolichandrone atrovirens,alive,172,3.1,fire,80,axillary
278,APC1_Control,APC1,Control,1410,Dolichandrone atrovirens,alive,82,3.1,fire,90,epicormic
279,APC1_Control,APC1,Control,1404,Dolichandrone atrovirens,alive,90,2.8,drought,0,epicormic
280,APC1_Control,APC1,Control,1405,Dolichandrone atrovirens,alive,19,0.3,fire,80,collar
281,APC1_Control,APC1,Control,1406,Dolichandrone atrovirens,alive,48,0.7,fire,120,collar
282,APC1_Control,APC1,Control,1407,Dolichandrone atrovirens,alive,62,1.9,none,0,regular_growth
283,APC1_Control,APC1,Control,1409,Dolichandrone atrovirens,alive,24,1.9,fire,90,collar
284,APC1_Control,APC1,Control,1408,Dolichandrone atrovirens,alive,187,2.9,fire,85,axillary
285,APC4_Control,APC4,Control,1437,Dolichandrone atrovirens,alive,50,2.2,none,0,regular_growth
286,APC4_Control,APC4,Control,1439,Dolichandrone atrovirens,alive,43,1.7,none,0,regular_growth
287,APC4_Control,APC4,Control,1438,Dolichandrone atrovirens,alive,109,2.3,browsed,0,axillary
288,APC4_Control,APC4,Control,1440,Dolichandrone atrovirens,alive,33,1.6,browsed,0,axillary
289,APC4_Control,APC4,Control,1441,Dolichandrone atrovirens,alive,124,3.1,browsed,0,axillary
290,APC4_Control,APC4,Control,1090,Dolichandrone atrovirens,alive,93,2.1,none,0,regular_growth
291,APC4_Control,APC4,Control,1091,Dolichandrone atrovirens,alive,92,2.2,none,0,regular_growth
292,APC4_Control,APC4,Control,1092,Dolichandrone atrovirens,alive,22,1.5,fire,70,collar
293,APC4_Control,APC4,Control,1095,Dolichandrone atrovirens,alive,21,0.8,fire,110,collar
294,APC4_Control,APC4,Control,1094,Dolichandrone atrovirens,alive,92,2.3,browsed,0,axillary
295,APC4_Control,APC4,Control,1096,Dolichandrone atrovirens,alive,130,2.6,none,0,regular_growth
296,APC4_Control,APC4,Control,1097,Dolichandrone atrovirens,alive,68,2.1,none,0,regular_growth
297,APC4_Control,APC4,Control,1093,Dolichandrone atrovirens,alive,34,1.1,none,0,regular_growth
298,APC4_Control,APC4,Control,4731,Dolichandrone atrovirens,alive,13,0.4,fire,65,collar
299,APC4_Control,APC4,Control,1098,Dolichandrone atrovirens,alive,32,1.4,browsed,0,axillary
300,APC1_CPFA,APC1,CPFA,1082,Acacia chundra,alive,8,0.4,none,0,regular_growth
301,APC1_CPFA,APC1,CPFA,1080,Acacia chundra,alive,50,1.2,none,0,regular_growth
302,APC1_CPFA,APC1,CPFA,1081,Erythroxylum monogynum,alive,8,0.2,none,0,regular_growth
303,APC1_CPFA,APC1,CPFA,1083,Acacia chundra,alive,7,0.2,none,0,regular_growth
304,APC1_CPFA,APC1,CPFA,1079,Dolichandrone atrovirens,alive,11,0.2,none,0,regular_growth
305,APC1_CPFA,APC1,CPFA,1078,Acacia chundra,alive,52,1.1,drought,0,epicormic
306,APC1_CPFA,APC1,CPFA,1077,Acacia chundra,alive,40,0.4,none,0,regular_growth
307,APC1_CPFA,APC1,CPFA,1076,Dolichandrone atrovirens,alive,27,2.2,drought,0,collar
308,APC1_CPFA,APC1,CPFA,1074,Dolichandrone atrovirens,alive,20,0.9,none,0,regular_growth
309,APC1_CPFA,APC1,CPFA,1073,Gardenia gummifera,alive,5,0.1,none,0,regular_growth
310,APC1_CPFA,APC1,CPFA,1072,Acacia chundra,alive,47,1.2,none,0,regular_growth
311,APC1_CPFA,APC1,CPFA,1085,Morinda pubescens,alive,10,0.5,none,0,regular_growth
312,APC1_CPFA,APC1,CPFA,1086,Erythroxylum monogynum,alive,14,0.2,none,0,regular_growth
313,APC1_CPFA,APC1,CPFA,1084,Dolichandrone atrovirens,alive,30,1.2,drought,0,collar
314,APC1_CPFA,APC1,CPFA,1071,Dolichandrone atrovirens,alive,31,1.2,none,0,regular_growth
315,APC1_CPFA,APC1,CPFA,1069,Dolichandrone atrovirens,alive,20,1.5,none,0,regular_growth
316,APC1_CPFA,APC1,CPFA,1067,Acacia chundra,alive,20,1.2,none,0,regular_growth
317,APC1_CPFA,APC1,CPFA,1066,Acacia chundra,alive,15,0.4,none,0,regular_growth
318,APC1_CPFA,APC1,CPFA,1065,Dolichandrone atrovirens,alive,26,0.6,none,0,regular_growth
319,APC1_CPFA,APC1,CPFA,1064,Acacia chundra,alive,10,0.3,none,0,regular_growth
320,APC1_CPFA,APC1,CPFA,1061,Dolichandrone atrovirens,alive,59,2.7,none,0,regular_growth
321,APC1_CPFA,APC1,CPFA,1060,Erythroxylum monogynum,dead,NA,NA,trampled,0,NA
322,APC1_CPFA,APC1,CPFA,1042,Acacia chundra,dead,NA,NA,trampled,0,NA
323,APC1_CPFA,APC1,CPFA,1041,Acacia chundra,alive,63,1.9,drought,0,epicormic
324,APC1_CPFA,APC1,CPFA,1088,Erythroxylum monogynum,alive,11,0.2,none,0,regular_growth
325,APC10_Control,APC10,Control,4993,Dolichandrone atrovirens,alive,16,0.5,fire,150,collar
326,APC10_Control,APC10,Control,4992,Dolichandrone atrovirens,alive,17,0.4,fire,150,collar
327,APC10_Control,APC10,Control,4991,Dolichandrone atrovirens,alive,96,1.7,drought,0,epicormic
328,APC10_Control,APC10,Control,4989,Acacia chundra,alive,63,0.5,fire,150,collar
329,APC10_Control,APC10,Control,5000,Dolichandrone atrovirens,alive,44,0.6,fire,150,collar
330,APC10_Control,APC10,Control,4999,Dolichandrone atrovirens,alive,160,2.5,fire,150,axillary
331,APC10_Control,APC10,Control,4998,Acacia chundra,alive,60,1.7,drought,150,epicormic
332,APC10_Control,APC10,Control,4997,Acacia chundra,alive,70,2.6,fire,150,epicormic
333,APC10_Control,APC10,Control,4996,Acacia chundra,alive,57,0.6,fire,150,collar
334,APC10_Control,APC10,Control,4995,Dolichandrone atrovirens,alive,150,2.6,fire,130,axillary
335,APC10_Control,APC10,Control,4994,Dolichandrone atrovirens,alive,55,0.7,fire,130,collar
336,APC10_Control,APC10,Control,4990,Dolichandrone atrovirens,alive,56,1.6,fire,150,epicormic
337,APC10_Control,APC10,Control,4988,Acacia chundra,alive,43,0.3,fire,130,collar
338,APC10_Control,APC10,Control,4986,Dolichandrone atrovirens,alive,82,2.6,fire,120,epicormic
339,APC10_Control,APC10,Control,4987,Acacia chundra,alive,33,0.9,fire,130,collar
340,APC10_Control,APC10,Control,4985,Cassia fistula,alive,165,2.2,fire,130,axillary
341,APC10_Control,APC10,Control,4984,Acacia chundra,alive,85,0.5,fire,140,collar
342,APC10_Control,APC10,Control,4983,Acacia chundra,alive,43,0.4,fire,150,collar
343,APC10_Control,APC10,Control,4982,Dolichandrone atrovirens,alive,80,1.7,fire,140,epicormic
344,APC10_Control,APC10,Control,4981,Dolichandrone atrovirens,alive,42,2.6,fire,120,epicormic
345,APC10_Control,APC10,Control,4980,Acacia chundra,alive,16,0.2,fire,150,collar
346,APC10_Control,APC10,Control,4979,Cassia fistula,alive,23,0.9,fire,150,collar
347,APC10_Control,APC10,Control,4978,Acacia chundra,alive,73,1.5,fire,150,epicormic
348,APC10_Control,APC10,Control,4977,Acacia chundra,alive,23,1.1,trampled,0,collar
349,APC10_Control,APC10,Control,4976,Acacia chundra,alive,150,1.4,fire,100,axillary
350,APC10_Control,APC10,Control,4975,Acacia chundra,alive,40,1.1,trampled,0,axillary
351,APC10_Control,APC10,Control,4974,Dolichandrone atrovirens,alive,46,0.7,fire,100,collar
352,APC10_Control,APC10,Control,4973,Acacia chundra,alive,57,1.1,drought,0,axillary
353,APC10_Control,APC10,Control,4972,Acacia chundra,alive,60,0.8,fire,100,collar
354,APC10_Control,APC10,Control,4971,Acacia chundra,alive,76,0.4,fire,100,collar
355,APC2_CAFA,APC2,CAFA,3721,Dalbergia paniculata,alive,15,2,trampled,0,collar
356,APC2_CAFA,APC2,CAFA,3720,Tectona grandis,alive,155,33,none,0,regular_growth
357,APC2_CAFA,APC2,CAFA,3737,Tectona grandis,alive,110,29,browsed,0,epicormic
358,APC2_CAFA,APC2,CAFA,3715,Diospyros montana,alive,65,18,none,0,regular_growth
359,APC2_CAFA,APC2,CAFA,3726,Tectona grandis,alive,27,8,browsed,0,epicormic
360,APC2_CAFA,APC2,CAFA,3741,Tectona grandis,alive,60,19,browsed,0,epicormic
361,APC2_CAFA,APC2,CAFA,3742,Tectona grandis,alive,9,2,trampled,0,collar
362,APC2_CAFA,APC2,CAFA,3750,Tectona grandis,alive,12,4,trampled,0,collar
363,APC2_CAFA,APC2,CAFA,3740,Tectona grandis,alive,95,23,none,0,regular_growth
364,APC2_CAFA,APC2,CAFA,3743,Tectona grandis,alive,87,18,none,0,regular_growth
365,APC2_CPFA,APC2,CPFA,3716,Pongamia pinnata,dead,NA,NA,trampled,0,NA
366,APC2_CPFA,APC2,CPFA,3754,Pongamia pinnata,alive,36,8,none,0,regular_growth
367,APC2_CPFA,APC2,CPFA,3751,Wrightia tinctoria,alive,17,2,none,0,regular_growth
368,APC2_CPFA,APC2,CPFA,3746,Tectona grandis,alive,10,4,none,0,regular_growth
369,APC2_CPFA,APC2,CPFA,3747,Tectona grandis,alive,12,4,none,0,regular_growth
370,APC14_CAFA,APC14,CAFA,3778,Tectona grandis,alive,174,35,none,0,regular_growth
371,APC14_CAFA,APC14,CAFA,3775,Dolichandrone atrovirens,alive,43,19,none,0,regular_growth
372,APC14_CAFA,APC14,CAFA,3772,Pongamia pinnata,alive,33,4,trampled,0,collar
373,APC14_CAFA,APC14,CAFA,3774,Tectona grandis,alive,88,19,none,0,regular_growth
374,APC14_CAFA,APC14,CAFA,3776,Tectona grandis,alive,94,17,none,0,regular_growth
375,APC13_CAFA,APC13,CAFA,3784,Holoptelia intergrifolia,alive,47,10,none,0,regular_growth
376,APC13_CAFA,APC13,CAFA,3783,Tectona grandis,alive,51,10,none,0,regular_growth
377,APC13_CAFA,APC13,CAFA,4506,Holoptelia intergrifolia,alive,23,11,none,0,regular_growth
378,APC13_CAFA,APC13,CAFA,4502,Tectona grandis,alive,25,8,none,0,regular_growth
379,APC13_CAFA,APC13,CAFA,4501,Tectona grandis,alive,65,20,none,0,regular_growth
380,APC13_CAFA,APC13,CAFA,4516,Syzygium cumini,alive,16,8,trampled,0,collar
381,APC13_CAFA,APC13,CAFA,4512,Tectona grandis,alive,87,31,none,0,regular_growth
382,APC13_CAFA,APC13,CAFA,4507,Tectona grandis,alive,98,31,none,0,regular_growth
383,APC13_CAFA,APC13,CAFA,4517,Tectona grandis,alive,10,2,trampled,0,collar
384,APC13_CAFA,APC13,CAFA,4519,Tectona grandis,alive,70,19,none,0,regular_growth
385,APC13_CAFA,APC13,CAFA,4515,Syzygium cumini,alive,55,5,trampled,0,collar
386,APC8_CAFA,APC8,CAFA,3712,Unknown,alive,15,8,none,0,regular_growth
387,APC8_CAFA,APC8,CAFA,3710,Tamarindus indica,alive,65,8,none,0,regular_growth
388,APC8_CAFA,APC8,CAFA,3701,Tamarindus indica,alive,39,6,none,0,regular_growth
389,APC8_CAFA,APC8,CAFA,3708,Limonia acidissima,alive,12,4,browsed,0,epicormic
390,APC8_CAFA,APC8,CAFA,3711,Tamarindus indica,alive,69,8,none,0,regular_growth
391,APC8_CAFA,APC8,CAFA,3709,Azadirachata indica,dead,NA,NA,drought,0,NA
392,APC8_CAFA,APC8,CAFA,3703,Dalbergia paniculata,alive,23,8,browsed,0,epicormic
393,APC8_CAFA,APC8,CAFA,3702,Dalbergia paniculata,alive,43,9,browsed,0,epicormic
394,APC8_CAFA,APC8,CAFA,3723,Dalbergia paniculata,alive,86,15,none,0,regular_growth
395,APC8_CAFA,APC8,CAFA,3705,Tamarindus indica,dead,NA,NA,drought,0,NA
396,APC8_CAFA,APC8,CAFA,3713,Tamarindus indica,dead,NA,NA,drought,0,NA
397,APC8_CAFA,APC8,CAFA,3732,Tamarindus indica,dead,NA,NA,drought,0,NA
398,APC8_CAFA,APC8,CAFA,3722,Dalbergia paniculata,alive,20,2,trampled,0,collar
399,APC8_CAFA,APC8,CAFA,3725,Pongamia pinnata,alive,85,12,none,0,regular_growth
400,APC8_CAFA,APC8,CAFA,3734,Tamarindus indica,dead,NA,NA,drought,0,NA
401,APC8_CAFA,APC8,CAFA,3735,Azadirachata indica,alive,118,19,none,0,regular_growth
402,APC8_CAFA,APC8,CAFA,3733,Cassia fistula,alive,16,2,trampled,0,collar
403,APC8_CAFA,APC8,CAFA,3706,Cassia fistula,alive,32,4,trampled,0,collar
404,APC8_CAFA,APC8,CAFA,3704,Azadirachata indica,alive,25,3,trampled,0,collar
405,APC8_CAFA,APC8,CAFA,3731,Azadirachata indica,alive,15,2,trampled,0,collar
406,APC8_CAFA,APC8,CAFA,3730,Wrightia tinctoria,alive,13,2,trampled,0,collar
407,APC9_CAFA,APC9,CAFA,3761,Pongamia pinnata,alive,15,2,browsed,0,epicormic
408,APC9_CAFA,APC9,CAFA,3762,Syzygium cumini,alive,65,15,none,0,regular_growth
409,APC9_CAFA,APC9,CAFA,3716,Pongamia pinnata,alive,40,5,trampled,0,collar
410,APC9_CAFA,APC9,CAFA,3717,Pongamia pinnata,alive,65,15,none,0,regular_growth
411,APC9_CAFA,APC9,CAFA,3728,Pongamia pinnata,alive,45,16,none,0,regular_growth
412,APC9_CAFA,APC9,CAFA,3714,Pongamia pinnata,alive,38,10,none,0,regular_growth
413,APC9_CAFA,APC9,CAFA,3718,Limonia acidissima,alive,15,6,trampled,0,collar
414,APC9_CAFA,APC9,CAFA,3767,Limonia acidissima,alive,15,2,trampled,0,collar
415,APC9_CAFA,APC9,CAFA,3719,Limonia acidissima,alive,16,2,trampled,0,collar
416,APC9_CAFA,APC9,CAFA,3724,Limonia acidissima,alive,16,2,browsed,0,epicormic
417,APC9_CAFA,APC9,CAFA,3769,Limonia acidissima,alive,68,10,none,0,regular_growth
418,APC9_CAFA,APC9,CAFA,3727,Limonia acidissima,alive,25,8,none,0,regular_growth
419,APC9_CAFA,APC9,CAFA,3729,Limonia acidissima,alive,50,12,none,0,regular_growth
420,APC9_CAFA,APC9,CAFA,3738,Limonia acidissima,alive,40,12,none,0,regular_growth
421,APC9_CAFA,APC9,CAFA,3748,Limonia acidissima,alive,35,9,none,0,regular_growth
422,APC9_CAFA,APC9,CAFA,3780,Limonia acidissima,alive,30,6,none,0,regular_growth
423,APC9_CAFA,APC9,CAFA,3768,Limonia acidissima,alive,38,3,trampled,0,collar
424,APC9_CAFA,APC9,CAFA,3779,Hardwickia binata,alive,18,4,trampled,0,collar
425,APC9_CAFA,APC9,CAFA,3772,Limonia acidissima,alive,40,10,none,0,regular_growth
426,APC9_CAFA,APC9,CAFA,3763,Pongamia pinnata,alive,45,12,none,0,regular_growth
427,APC9_CAFA,APC9,CAFA,3773,Limonia acidissima,alive,13,2,trampled,0,collar
428,APC9_CAFA,APC9,CAFA,3774,Limonia acidissima,dead,NA,NA,drought,0,NA
429,APC9_CAFA,APC9,CAFA,3770,Dalbergia paniculata,alive,100,12,none,0,regular_growth
430,APC9_CAFA,APC9,CAFA,3764,Cassia fistula,alive,80,10,none,0,regular_growth
431,APC9_CAFA,APC9,CAFA,3775,Limonia acidissima,alive,15,4,trampled,0,collar
432,APC9_CAFA,APC9,CAFA,3776,Limonia acidissima,alive,40,10,none,0,regular_growth
433,APC9_CAFA,APC9,CAFA,3777,Limonia acidissima,alive,15,2,trampled,0,collar
434,APC9_CAFA,APC9,CAFA,3734,Pongamia pinnata,alive,60,10,trampled,0,collar
435,APC9_CAFA,APC9,CAFA,3736,Pongamia pinnata,alive,25,5,none,0,regular_growth
436,APC9_CAFA,APC9,CAFA,3752,Pongamia pinnata,alive,70,11,trampled,0,collar
437,APC9_CAFA,APC9,CAFA,3760,Pongamia pinnata,alive,50,8,trampled,0,collar
438,APC9_CAFA,APC9,CAFA,3765,Pongamia pinnata,alive,17,5,trampled,0,collar
439,APC9_CAFA,APC9,CAFA,3766,Pongamia pinnata,alive,58,15,none,0,regular_growth
440,APC8_Control,APC8,Control,3752,Dolichandrone atrovirens,alive,31,2,fire,30,collar
441,APC8_Control,APC8,Control,3729,Dolichandrone atrovirens,alive,46,6,fire,50,collar
442,APC8_Control,APC8,Control,3740,Dolichandrone atrovirens,alive,73,2,fire,30,collar
443,APC8_Control,APC8,Control,3738,Dolichandrone atrovirens,alive,45,15,none,0,regular_growth
444,APC8_Control,APC8,Control,3739,Dolichandrone atrovirens,alive,67,12,none,0,regular_growth
445,APC8_Control,APC8,Control,3737,Dolichandrone atrovirens,alive,69,8,fire,50,collar
446,APC8_Control,APC8,Control,3731,Dolichandrone atrovirens,alive,100,19,none,0,regular_growth
447,APC8_Control,APC8,Control,3727,Dolichandrone atrovirens,alive,44,7,fire,60,collar
448,APC8_Control,APC8,Control,3726,Dolichandrone atrovirens,alive,58,15,none,0,regular_growth
449,APC8_Control,APC8,Control,3724,Dolichandrone atrovirens,alive,47,8,fire,60,collar
450,APC8_Control,APC8,Control,3725,Tectona grandis,alive,12,2,fire,30,collar
451,APC8_Control,APC8,Control,3722,Dolichandrone atrovirens,alive,55,11,none,0,regular_growth
452,APC8_Control,APC8,Control,3721,Wrightia tinctoria,alive,21,2,fire,30,collar
453,APC8_Control,APC8,Control,3735,Dolichandrone atrovirens,alive,15,2,fire,50,collar
454,APC13_CAFA,APC13,CAFA,4503,Dolichandrone atrovirens,alive,39,10,drought,0,collar
455,APC13_CAFA,APC13,CAFA,4504,Pongamia pinnata,alive,60,10,trampled,0,collar
456,APC13_CPFA,APC13,CPFA,3749,Pongamia pinnata,alive,40,10,none,0,regular_growth
457,APC13_CPFA,APC13,CPFA,3781,Hardwickia binata,alive,15,8,none,0,regular_growth
458,APC13_CPFA,APC13,CPFA,3770,Hardwickia binata,alive,20,10,none,0,regular_growth
459,APC13_CPFA,APC13,CPFA,3779,Pongamia pinnata,dead,NA,NA,trampled,0,NA
460,APC13_CPFA,APC13,CPFA,3771,Pongamia pinnata,dead,NA,NA,trampled,0,NA
461,APC13_CPFA,APC13,CPFA,3782,Hardwickia binata,alive,15,2,none,0,regular_growth
462,APC13_CPFA,APC13,CPFA,3785,Pongamia pinnata,alive,70,10,none,0,regular_growth
463,APC13_CPFA,APC13,CPFA,3764,Pongamia pinnata,alive,100,10,none,0,regular_growth
464,APC13_CPFA,APC13,CPFA,3763,Tectona grandis,alive,55,12,none,0,regular_growth
465,APC13_CPFA,APC13,CPFA,3762,Tectona grandis,alive,40,20,none,0,regular_growth
466,APC13_CPFA,APC13,CPFA,3780,Hardwickia binata,alive,20,11,none,0,regular_growth
467,APC13_CPFA,APC13,CPFA,3461,Tectona grandis,alive,120,35,none,0,regular_growth
468,APC13_CPFA,APC13,CPFA,3759,Pongamia pinnata,alive,45,12,none,0,regular_growth
469,APC13_CPFA,APC13,CPFA,3760,Hardwickia binata,dead,NA,NA,trampled,0,NA
470,APC13_CPFA,APC13,CPFA,3753,Pongamia pinnata,alive,60,10,none,0,regular_growth
471,APC13_CPFA,APC13,CPFA,3773,Tectona grandis,alive,20,6,none,0,regular_growth
472,APC13_CPFA,APC13,CPFA,3777,Hardwickia binata,alive,15,2,none,0,regular_growth
473,APC10_CAFA,APC10,CAFA,4636,Wrightia tinctoria,alive,94,1.2,trampled,0,axillary
474,APC10_CAFA,APC10,CAFA,4637,Albizia amara,alive,47,0.9,browsed,0,epicormic
475,APC10_CAFA,APC10,CAFA,4638,Cassia fistula,alive,70,1.4,drought,0,axillary
476,APC10_CAFA,APC10,CAFA,4641,Cassia fistula,alive,90,1.1,trampled,0,axillary
477,APC10_CAFA,APC10,CAFA,4642,Cassia fistula,alive,40,0.8,drought,0,axillary
478,APC10_CAFA,APC10,CAFA,4643,Wrightia tinctoria,alive,45,1.3,trampled,0,axillary
479,APC10_CAFA,APC10,CAFA,4644,Cassia fistula,alive,52,0.9,browsed,0,axillary
480,APC10_CAFA,APC10,CAFA,4645,Wrightia tinctoria,alive,70,1.2,browsed,0,axillary
481,APC10_CAFA,APC10,CAFA,4646,Wrightia tinctoria,alive,50,0.8,trampled,0,axillary
482,APC10_CAFA,APC10,CAFA,4647,Cassia fistula,alive,66,1.7,browsed,0,axillary
483,APC10_CAFA,APC10,CAFA,4648,Cassia fistula,alive,40,0.8,browsed,0,axillary
484,APC10_CAFA,APC10,CAFA,4649,Wrightia tinctoria,alive,78,1.9,browsed,0,axillary
485,APC10_CAFA,APC10,CAFA,4650,Tectona grandis,alive,45,1.4,trampled,0,axillary
486,APC10_CAFA,APC10,CAFA,4652,Cassia fistula,alive,115,2.2,drought,0,axillary
487,APC10_CAFA,APC10,CAFA,4653,Cassia fistula,alive,33,1.2,browsed,0,axillary
488,APC10_CAFA,APC10,CAFA,4654,Cassia fistula,alive,46,0.6,browsed,0,axillary
489,APC10_CAFA,APC10,CAFA,4655,Cassia fistula,alive,37,0.6,browsed,0,axillary
490,APC10_CAFA,APC10,CAFA,4656,Wrightia tinctoria,alive,80,1.4,browsed,0,axillary
491,APC10_CAFA,APC10,CAFA,4657,Acacia chundra,alive,71,1.3,browsed,0,axillary
492,APC12_Control,APC12,Control,4970,Dolichandrone atrovirens,alive,7,1.8,fire,90,collar
493,APC12_Control,APC12,Control,4969,Dolichandrone atrovirens,alive,16,0.9,fire,120,collar
494,APC12_Control,APC12,Control,4968,Wrightia tinctoria,alive,38,0.4,fire,110,collar
495,APC12_Control,APC12,Control,4967,Dolichandrone atrovirens,alive,160,3.8,none,0,regular_growth
496,APC12_Control,APC12,Control,4966,Dolichandrone atrovirens,alive,40,0.8,fire,50,collar
497,APC12_Control,APC12,Control,4965,Dolichandrone atrovirens,alive,8,0.3,fire,70,collar
498,APC12_Control,APC12,Control,4964,Dolichandrone atrovirens,alive,10,0.2,fire,60,collar
499,APC12_Control,APC12,Control,4963,Dolichandrone atrovirens,alive,10,0.9,fire,60,collar
500,APC12_Control,APC12,Control,4962,Dolichandrone atrovirens,alive,30,1.1,drought,0,epicormic
501,APC12_Control,APC12,Control,4961,Dolichandrone atrovirens,alive,18,1.2,fire,60,collar
502,APC12_Control,APC12,Control,4960,Dolichandrone atrovirens,alive,46,1.3,fire,60,collar
503,APC12_Control,APC12,Control,4959,Dolichandrone atrovirens,alive,20,0.9,fire,60,collar
504,APC12_Control,APC12,Control,4958,Dolichandrone atrovirens,alive,19,1.4,fire,60,collar
505,APC12_Control,APC12,Control,4957,Dolichandrone atrovirens,alive,36,1.6,drought,0,epicormic
